REVIEW_TITLE|SCORE|ROLE|PROS|CONS|DATE|STATUS|LOCATION|tiempoCategoria|categoriaStatus
Una empresa transitoria para ganar experiencia|3|Oficina de Gestión de Proyectos (PMO)|La empresa cuenta con felxibilidad horaria al momento del ingreso y egreso de la misma. Tenes la posibilidad de realizar un cambio de posición o sector hablando con tu manager. El renombre y reconocimiento de la empresa tienen peso en el curriculum.|La empresa no cuenta con beneficios corporativos, no tiene la posibilidad de generar un calido ambiente de trabajo, el comedor en planta es caro y no muy bueno. No tenes la posibilidad de hacer cursos de instruccion que te facilite la empresa. Tiene una modalidad de pago por quincena generando disconformidades en los empleados.|2017-07-19|Current Employee|Buenos Aires|Desconocida|Empleado
Pros y contras|3|Desarrollador móvil|Me gusta mucho tener flexibilidad de trabajar en casa, además de siempre tener mejores horarios que otros oficinistas. Me gusta que den al menos 12 días de vacaciones al año.|Son muy burocráticos, tienes solamente una semana para planear tus vacaciones de los próximos 3 meses, además que si necesitas una computadora con mejores características es muy difícil que te la cambien. Es muy difícil subir de rango (salario), te piden bastantes cosas extras de tu trabajo.|2019-04-21|Current Employee|El Salto, Jalisco|Desconocida|Empleado
Más interés en equilibrio de carga laboral|4|Gerente|Políticas de diversidad asociadas a soportar a grupos minoritarios. Respeto por el individuo. SI EXIGES LLENAR UN NÚMERO MÍNIMO DE CARACTERES. Estás forzando a inventar.|La empresa ha buscado por muchos años hacer más con menos, así las cargas de trabajo son exageradas, no se pagan horas extras aunque sacrifiques tu vida personal/familiar, se hace un doble discurso de equilibrio laboral vs carga de trabajo, venciendo esta última.|2019-04-29|Former Employee, More Than 10 Years|Ciudad De Mexico|10|Empleado
Más interés en equilibrio de carga laboral|4|Gerente|Políticas de diversidad asociadas a soportar a grupos minoritarios. Respeto por el individuo. SI EXIGES LLENAR UN NÚMERO MÍNIMO DE CARACTERES. Estás forzando a inventar.|La empresa ha buscado por muchos años hacer más con menos, así las cargas de trabajo son exageradas, no se pagan horas extras aunque sacrifiques tu vida personal/familiar, se hace un doble discurso de equilibrio laboral vs carga de trabajo, venciendo esta última.|2019-04-29|Former Employee, More Than 10 Years|Ciudad De Mexico|10|Empleado
SUELDO NO ACORDE AL PUESTO|2|Representante de soporte técnico|pagos mensuales en fechas acordes|no valoran el buen trabajo de sus empleados ya que se aumenta el cargo laboral, pero no el sueldo, deben ser equitativos en los puestos que brindan ya que si se inicia como tecnico y escala hasta coordinador sigue ganando como tecnico y no se mejora la oferta laboral del trabajador, en cuanto se pide el aumento prometen verbalmente por meses pero al pedir algo formal no lo hacen y dejan ir buenos trabajadores.|2021-04-07|Former Employee|Bogotá, Bogota|Desconocida|Exempleado
Un grande que defrauda|3|Gerente de Proyecto (PM)|Con el correr de los años, he podido acceder a flexibilidad laboral en algunas de las asignaciones, mejorando asi a gran escala la motivación de quienes pueden hacer uso del beneficio.|Desarrollo profesional a costa de jovenes entusiastas que valoran mas eso que la retirbución recibida. Mala comunicación tanto de management como del departamento de Recursos Humanos y Relaciones Laborales que solo cuidan el aspecto legal en vez del humano.|2017-03-18|Former Employee, More Than 10 Years|Buenos Aires|10|Empleado
Empresa negrera|2|Ingeniero|La Experiencia que adquieres debido a las extensas horas de trabajo que te someten, jajaja es lo unico positivo que tienen, si eres estudiante te puede servir|Es una empresa con un pensamiento o logica antigua debido a que someten a sus empleados a extensas horas de trabajo para poder enviar todo lo que venden en un solo dia|2017-09-18|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Mala experiencia|3|Analista Contable|Las instalaciones de Martinez son muy bonitas. Posibilidades de ir al exterior. Capacitación online y presencial. Varios descuentos y beneficios. Comedor en planta. Estacionamiento. Buenos sueldos|Malos jefes, poco profesionales. No te capacitan para ser tus tareas. Poca posibilidad de crecimiento de forma vertical. Tienen todas las cosas distruibuídas por el mundo, por lo que si tenes un problema probablemente tengas que hablar con alguien de otro país y cuando es algo que tiene que ver con leyes es un problema.|2018-06-10|Former Employee|Martínez|Desconocida|Exempleado
La verdad de ibm|1|Especialista en TI|Home, flexibilidad horaria, capacitación, posibilidad de cobrar un sueldo sin hacer nada (algunos)|Es una empresa que dice ser muchas cosas y nunca cambia._x000D_ Vende servicios de IT, y ve a IT como un costo, por lo que da mal servicio, malos sueldos y atraso tanto en cultura laboral como en la calidad de skill tecnico, todo esto termina en una continua fluctuación de clientes._x000D_ Es una empresa internacional con el mismo nivel de burocracia estatal argentina, lo que genera que muchas personas trabajen muchísimo menos que sus compañeros y ganen el mismo sueldo y no los puedan despedir ni apercibir ni nada, lo que decanta en que él empleado que trabaja bien, tenga que trabajar el doble y ante cualquier situación donde no pueda, se ve altamente perjudicado.|2019-10-17|Current Employee, More Than 8 Years|Buenos Aires|8|Empleado
Un trabajo que necesita trabajo|2|Analista|La flexibilidad de horarios para los que estudian, tienen familia o necesitan tener ciertos horarios disponible, además del homeworking. Igualmente depende de la gerencia en la que estés ya que esto puede variar.|El salario es bajo, no tiene beneficios extras. Muy poca oportunidad de carrera y un ambiente que solo exige y se preocupa por la imagen y los números pero no por ser una buena empresa de verdad.|2017-02-08|Current Employee|Martínez|Desconocida|Empleado
Buena|5|Cuentas Por Cobrar|Desde el momento en que tienes cuentas importantes a tu cargo, te sientes importante y una parte esencial en la empresa. El hecho de que puedas convivir con personas alrededor del mundo y aprendas diferentes maneras de trabajar es fantástico. Home office, se dueño de tú propio tiempo y tener transporte es un plus|Últimamente el crecimiento se ha visto estancado debido a la falta de presupuesto y al recorte del mismo. Una nueva VO que al parecer quiere hacer todo con lo mínimo ha hecho que la gente busque mejores ingresos|2017-10-05|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
IBM dejás mucho que desear.|2|Coordinador De Eventos|Homeworking y medicina prepaga. No tiene otros puntos positivos.|No tenemos gremio. Las subas de sueldo son muy inferiores a la inflación del pais. Sueldos estaticos. La comida del comedor es pésima y mas cara que coner afuera. Hechan a personas sin previo aviso y no las sustituyen, por lo que terminamos haciendo tareas de 2 o mas puestos por el mismo sueldo. Muchos jefes en diferentes paises con pensamientos distintos por lo q no podes conformar a todos. Tu jefe funcional al estar en otro pais no decide sobre el aumento de sueldos.|2017-10-09|Current Employee|Buenos Aires|Desconocida|Empleado
Experiencia que no sumó.|2|Empleado anónimo|Multinacional que suma a tu CV. Estructura edilicia imponente, cuenta con un parque grande para almorzar y pasar un rato al aire libre con tus compañeros.|Jefes que no saben manejar a grupos de trabajo. Discriminación de principiantes, mal clima laboral en varios sectores. Sueldo bajo, en relación a todo lo que hay que trabajar.|2018-07-10|Former Employee|Buenos Aires|Desconocida|Exempleado
Bien|3|Gerente|Dan Flexibilidad, posibilidad de crecimiento y desempeño en muchas áreas, es una empresa líder, el trabajo puede llegar a ser desafiante.|Los salarios son bajos, no compiten con el mercado, hay demasiada burocracia en todo, hay demasiados ejecutivos y caos en procesos y operativa. Los edificios no tienen cosas básicas como un snack bar bien stockeado, la comida en las oficinas es pésima y cara, y no ofrecen beneficios de comodidad.|2017-01-06|Current Employee|Martínez|Desconocida|Empleado
buen ambiente laboral|3|jefe de equipo|Ambiente saludable y equilibrado con baja presión y gran libertad para desarrollar el trabajo. Existe la oportunidad de trabajar con nuevas tecnologías y soluciones a gran escala, lo que permite realizar propuestas y soluciones innovadoras. La oficina está bien localizada.|bajo sueldo - Muchos puestos de dirección - existe una presión muy fuerte y aún un poco desorganizada. Sueldos por debajo del promedio del mercado. Falta una visión estratégica para la empresa a largo plazo. Algunos departamentos funcionan de manera solitaria y no se comunican bien. La estructura física no es la ideal.|2017-10-05|Current Employee|Martínez|Desconocida|Empleado
Buen lugar, mucha burocracia|4|Nivel de entrada de especialista en TI|Educacion constante Prestaciones Vacaciones Home Office Horario flexible Equipos colocados Seguros de gastos medicos y de vida Transporte de personal, muchas rutas|Burocracia, todo es muy lento, muchas aprobaciones Dificil ascender Al ser una empresa muy grande, a veces no se evalua bien a los empleados, ya que el manager ni los conoce. Procesos de RH dejan mucho que desear|2018-03-14|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Muy buena empresa, salarios bajos|4|Ingeniero de programacion superior|El ambiente de trabajo en general es muy bueno, conoces a gente y compañeros muy amables, te obligan a que estudies lo cual es bueno para el futuro|Salarios bajos, lo cuál es malo si quieres progresar, más aún considerando que está muy lejos de la ciudad, así cómo la magnitud y renombre de la empresa. Un poco de micro management al menos en el equipo que estuve lo cual rompía a veces la armonía del equipo, estos 2 factores provocaban que la gente se fuera o se quisiera ir|2020-08-10|Former Employee, Less Than 1 Year|El Salto, Jalisco|0|Empleado
IBM, un almacén (las Pymes no tienen lo que enviarle!)|1|Empleado anónimo|Lo único positivo que tiene la empresa es el Homeworking. Que podés trabajar desde tu casa algunos días, lo que ganás tiempo y gastos de viáticos. Este beneficio a veces puede no ser tan benefisioso porque si estás enfermo, por ejemplo, tenés que trabajar igual.|- Organización. - Cero motivación al empleado. - Cero beneficios extras. - Salarios muy debajo del mercado. - No hay sindicato que nos avale. - Tenés mil jefes a los que reportar. - No tenes los instrumentos de trabajo como corresponde. Ni un cuaderno te dan. - El comedor es más caro que comer afuera. Calidad Pésima.|2017-02-14|Current Employee|Buenos Aires|Desconocida|Empleado
Flexibilidad, crecimiento y desarrollo profesiona como puntos mas altos, con la contra de ser burocratica|4|Gerente|La Flexibilidad que ofrece, no solo para estudiar sino para balancear la carrera con la vida persona, las oportunidades de crecimiento y desarrollo de carrera y la oportunidad de relacionarse con personas de otros paises|Creo que como toda empresa grande hay mucha burocracia, lo que resulta a veces ser molesto para poder lograr obtener algo, faltaria tambien demostrar como todo el avance que se hace en varias areas se puede llevar al trabajo del dia a dia|2017-03-03|Current Employee|Buenos Aires|Desconocida|Empleado
Es una gran empresa con grandes capacidades de desarrollo.|5|arquitecto|Planes de Carrera, se puede crecer dentro de la empresa y se tiene muchisimas opciones para poder desarrollarse y aprender. La plataforma de E-Learning es excelente con muchisimos cursos, para poder desarrollarte.|El crecimiento no es parejo para todas las personas, haria falta mas hincapie en el seguimiendo individual de cada unos de los empleados para poder potenciar sus capacidades al maximo, despues de muchos años se puede tornar un poco rutinario, hay que saber cambiar a tiempo y buscar uno el lugar.|2019-04-20|Current Employee|Buenos Aires|Desconocida|Empleado
IBM es parte muy importante de mi vida y me ha formado como persona y profesional.|5|Empleado anónimo|Llevo 20 años en la compañía y lo mejor es que somos una familia, donde te puedes formar hasta donde tú quieras y moverte en distintos roles y países. Se facilita esto!!!|Los salarios deberían estar más acorde a otras empresas importantes del sector y se deberían cuidar más los CICs para que no haya tanta rotación.|2019-04-27|Current Employee|Unknown|Desconocida|Empleado
Buenas oportunidades|5|Entrega de la mesa de servicio|- Variedad de opciones en el desarrollo de carrera, con posibilidad de tener mentores y obtener certificados en lo que vayas estudiando_x000D_ - Gerente alcanzable, siempre está para mis dudas y consultas_x000D_ - Compañeros con buena predisposición para ayudar_x000D_ - Si necesito un cambio de horario es posible_x000D_ - Pago de sueldo en las fechas prometidas_x000D_ - Reconocimiento al buen desempeño, siempre felicitan, dan consejos e incluso premios de reconocimiento._x000D_ - Sueldo acorde al puesto_x000D_ - Súper inclusivos|- Me queda lejos de mi domicilio por lo que me limita mucho en el estudio de la facultad.|2020-12-17|Current Employee, Less Than 1 Year|Buenos Aires|0|Empleado
es una buena empresa que puede mejorar|4|Desarrollador de software|te permite el desarollo en todos los sentidos inclueyendo el personal y si quieres desarrollar tu carrera profesional puedes conseguir ayuda para seguir estudiando|te hacen esperar tiempo para contratarte directamente y si el proyecto en el que estas cierra, te despiden a menos que tengas palancas para que te acomoden en otra area|2017-01-02|Current Employee|Juanacatlán, Jalisco|Desconocida|Empleado
es una buena empresa que puede mejorar|4|Desarrollador De Software|te permite el desarollo en todos los sentidos inclueyendo el personal y si quieres desarrollar tu carrera profesional puedes conseguir ayuda para seguir estudiando|te hacen esperar tiempo para contratarte directamente y si el proyecto en el que estas cierra, te despiden a menos que tengas palancas para que te acomoden en otra area|2017-01-02|Current Employee|Juanacatlán, Jalisco|Desconocida|Empleado
Podría ser mejor|3|Consultor SAP Senior|Espacio de crecimiento para quien demuestra ser profesional. Empresa de gran tamaño con mucho nombre en el mercado que te permite llegar a donde vos quieras.|Empresa muy burocrática y está lejos de ser similar a las ventajas que tiene un empleado en USA. Tiene muy pocas cosas que indique que uno se sienta orgulloso de la compañía a la que pertenece como otras empresas de la competencia.|2017-06-06|Current Employee|Buenos Aires|Desconocida|Empleado
IBM buen lugar para capacitarse|4|Gerente de Proyecto (PM)|Buen ambiente laboral. Trato profesional entre los compañeros. Buen lugar para desarrollar tu carrera de joven. Muy enfocada a la capacitación de sus empleados.|Empresa grande con procesos muy burocráticos para establecer un cambio. Cultura organizacional consevadora ante los cambios. Se requiere mucho tiempo para mejorar de puesto o salario.|2017-10-08|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
IBM gran lugar para empezar|4|Analista Funcional Junior|Buen ambiente, posibilidades de crecimiento, buena relación entre compañeros y superiores. El site de Martínez es fantástico, muy comodo y con varias instalaciones para relajar. En mi caso, no hubo sobre exigencia.|Los sueldos son un punto negativo, aunque supongo que la gran mayoría de los empleados de todas las empresas se quejan de lo mismo. Un cambio de puesto (o ascenso) puede no venir de la mano con un aumento. Todo depende de como uno se mueva y sepa negociar, como todo.|2018-11-21|Current Employee|Martínez|Desconocida|Empleado
Evaluación descriptiva del trabajo en ibm|4|Supervisor De Control De Materiales|Mucha oportunidad de trabajo y crecimiento ya que existen muchas áreas de trabajo para los ingenieros, técnicos y gente con preparatoria donde se puede trabajar y mucho por aprender|Las agencias externas a ibm de reclutamiento que no dan muchos beneficios y prestaciones como las que da ibm una vez siendo contratado directamente por ibm, estaría bien que después de cierto tiempo asegurar tu puesto como ibm y no por contratista|2017-06-08|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Buena empresa para trabajar y sobresale entre otras consultoras|4|Consultor Senior|Constante aprendizaje en nuevas tecnologías. Empresa incluyente y de renombre. Puedes crecer muy rápido en la empresa si te gustan la ventas mezclado con tecnología. Dependiendo del cliente y área puedes tener horarios flexibles|Te tienes que vender bien desde el principio porque las alzas de salario son entre 0 y 4% anual. Debes estar asignado a un proyecto el 90% del tiempo, si no, te despiden|2018-05-16|Current Employee|Ciudad De Mexico|Desconocida|Empleado
El mejor sitio para trabajar|5|Especialista en marketing de talentos|Oportunidades enormes de aprender, colaborar en ámbitos muy diferentes, trabajar con equipos multidisciplinares, globales y diversos._x000D_ Innovación constante, empresa muy cercana e inclusiva donde se escuchan y valoran todas las opiniones. Gracias es una de las palabras que más escucharás siempre.|Ser tan grande (por número de empleados, diversidad de su portfolio, países en que opera y años que lleva en pie) hace que a veces sea algo más rígida y burocrática pero aún así, la innovación es parte del ADN y siempre está en movimiento.|2020-08-12|Current Employee|Madrid|Desconocida|Empleado
Arcaicos|2|Ingeniero Devops|Visibilidad del CV. Estable, el promedio de edad de la gente que trabaja es muy elevado para IT|Trabajan con las mismas metodologías que hace 30 años, al igual que sus clientes. Si queres aprender tenes que hacerlo en tu tiempo libre, no pagan certificaciones, tienen udemy pero depende de la cuenta si te lo habilitan o no._x000D_ Trabajan con bandas salariales (muy dificil de mejorar el sueldo inicial fuera de la misma)_x000D_ Individualista, fomentan la competencia en lugar el trabajo en equipo.|2021-01-14|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
IBM una gran empresa multinacional con diversidad|5|Líder De Tienda|empresa multinacional, que da oportunidad a mucha gente diferente sin importar estado, religión, sexo, orientación sexual, con capacidades diferentes, aunque cueste trabajo entenderlo y que los demás lo acepten, te ayuda a conocer gente de otros lugares pues a veces hay que trabajar con personas de otras partes del mundo, poder trabajar a veces desde casa|mucho cambio de gerentes, que hacen que no te conozcan ni tu trabajo y te sea más dificil salir adelante, gerentes que les hace falta experiencia|2016-12-14|Former Employee, More Than 10 Years|Unknown|10|Empleado
Ibm|5|Gerente de cuentas|IBM es una excelente empresa... una gran escuela en la que puedes aprender de todo ... todos los días hay algo nuevo que aprender... el tener contacto con países de todo el mundo amplia tu nivel de habilidades.|Muchos gerentes tienen una visión pobre del negocio... acciones que no van con la estrategia de la empresa ... no hacen cosas positivas para mejorar el clima organizacional|2017-01-06|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Empresa internacional y que se preocupa tanto por sus clientes como por sus trabajadores|5|Desarrollador De Software|Buen ambiente de trabajo y confianza en sus trabajadores, promueve el trabajo en equipo y el desarrollo de la carrera de sus trabajadores tanto con cursos internos como cursos externos|La empresa está algo retirado del centro de la ciudad y es necesario trasladarse desde el centro de la ciudad a la planta siempre y cuando sea necesario presentarte en la planta|2018-10-28|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Buena empresa pero no trata igual a sus empleados|4|Desarrollador|Aprendes demasiado en poco tiempo y la empresa tiene distintas plataformas para tu preparación personal, las personas son amables y los sueldos son decentes.|Esta dividido en dos empresas donde si perteneces a servicios globales los sueldos son menores a los de IBM de Mexico, donde los empleados ganan mas dinero y tienen mejores prestaciones, esto desmotiva a muchos de sus empleados por que los hacen sentir menospreciados.|2019-01-17|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Aprendes mucho y te hacen sentir comodo, pero el sueldo se lo lleva la inflacion|4|Arquitecto De Soluciones|Flexibilidad horaria, homeworking, beneficios a empleados varios, buena obra social, se aprende mucho y hay muchas opciones de crecimiento, aunque eso depende mucho de la/las cuenta/s asignada/s. Buenos clientes y proyectos.|Los bonos anuales casi no existen, las actualizaciones de salario si bien son 2 veces por año no llegan a la inflacion, y la unica manera de tratar de mantenerte medianamente competitivo con el salario es lograr ascensos, que aunque tampoco garantiza nada ayuda.|2019-03-15|Current Employee|Martínez|Desconocida|Empleado
Execelente lugar de trabajo|4|Consultor de Sistemas de Energía SSA|Es una compañia predispuesta y abierta a la flexibilidad horaria, con muchas posibilidades de crecimiento y carrera. La capacidad y posibilidad de aprendizaje es virtualmente ilimitada.|Es una multinacional muy grande y no siempre tiene el dinamismo para adaptarse velozmente a los cambios en el mundo de los negocios. Posee demasiados empleados, divisiones, procesos y tareas que en algunos momentos hacen perder el foco.|2017-01-05|Current Employee|Unknown|Desconocida|Empleado
Ibm|3|Probador Junior|Obra social,horario flexible,buen clima laboral,cercania desde mi casa,brindan todo el material de trabajo para que puedas trabajar tranquilamente.|Lamentablemente ahi mucha burocracia con respecto a los pedidos ya sea de materiales como de por ejemplo en mi caso tardaron muchisimo en pasarme de banda,tampoco se toma el mismo criterio para todas las personas ya que ahi gente que hace el mismo trabajo que uno y gana muchisima mas plata,ahi una diferencia de casi $10000 entre una persona y otra por hacer el mismo trabajo y tener el mismo puesto.|2017-07-15|Current Employee|Republica Argentina|Desconocida|Empleado
Muy flexible, ideal para estudiantes, y si querés plata, dedicate a ventas.|3|Especialista en TI|Muchísima flexibilidad, muchos recursos para capacitarme, últimas tecnologías para desarrollar, muy buena onda de la gente, y marca con mucho peso|Gerencia de 2do nivel en adelante, sigue siendo burocrático (pero se va cambiando), pagan poco (no controlan tanto si pagan poco), centrado en ventas|2017-10-07|Current Employee|Buenos Aires|Desconocida|Empleado
Buena empresa para trabajar|5|Probador de software|Buen ambiente de trabajo. Inclusión, integración. Pero eso varía del proyecto y del gerente. Nunca me ha tocado un gerente que sea muy rígido. Están cambiando la manera de trabajar.|Hay veces que te estancas y es difícil moverse de área (no imposible). Hay gerentes muy micromanagement y hay otros que te ignoran. Esto puede ser un punto positivo, ya que cuando te ignoran, puedes moverte tanto como quieras. Te da libertad para hacer las cosas. El campus está muy lejos de la civilización.|2018-01-29|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Amo ser IBMer|5|Gestión del cambio|Es humana e inclusiva, siempre preocupada por sus empleados, lo anterior son los valores con los que empezó y continúa aún 100 años después. Innovación al 100% y un equipo global con el que cuentas en el momento que sea estés en el lugar del mundo que sea.|la Mejora que veo es que el crecimiento en el sentido de promoción y mejora de salario son muy lentas. Aún cuando uno crece profesionalmente y está apoyado, falta la parte económica|2019-04-27|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Buena empresa con sus detalles|3|RSE|Prestaciones superiores a ley, flexibilidad, Home Office|*Se presta el ambiente para gente poco competente siga laborando y afecta a la empresa y al equipo_x000D_ *El proceso que lleva RH de reclutamiento es muy malo, no le dan seguimiento al proceso_x000D_ *Gerentes no dejan que se pueda aplicar en otras vacantes internas, por lo que afecta el crecimiento profesional de los subordinados_x000D_ *Gerentes con mucho micromanagement o también que no tienen nada de liderazgo para ayudar al equipo en resolver problemas internos_x000D_ *El crecimiento es lento en la empresa|2021-02-18|Current Employee, More Than 1 Year|El Salto, Jalisco|1|Empleado
IBM buena empresa, AR no|4|jefe de equipo|La empresa es flexible con Home Office, tiene muchas iniciativas internas para que cada persona se desarrolle e identifique. Tiene plan de carrera.|No hay fondo de ahorro, en Account receivable no se aplica mucha de la filosofía de IBM, la gente quiere sobresalir con cualquier idea tonta , sin enfocarse en su trabajo en realidad|2017-07-15|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Impresa multinacional que no demuestra internamente muchos valores para cuidar a la gente|3|Gerente de Proyecto (PM)|Tiene flexibilidad laboral de acuerdo al area que estoy y al ser una empresa multinacional y de mucho renombre a nivel mundial, ayuda a tener un curriculum mas importante y a sumar experiencia en el mercado laboral|Lamentablemente uno de los deficit mas importante que tiene la empresa es la falta de reconocimiento individual y grupal,generando pocos incitentivos y potenciar a las personas a brindarse de mejor manera ante las tareas diarios y a generar innovaciones|2017-10-05|Current Employee|Buenos Aires|Desconocida|Empleado
buena|3|Administrador De Sistemas Linux/Unix|Es una empresa en la que podes encontrar flexibilidad laboral y quizás llevar un buen estilo de vida. La estabilidad laboral también es muy destacable.|La contra es que no paga los mejores sueldos del mercado, inclusive no se si los mas bajos. No se valora mucho a las personas que se destacan por desempeño, sinó que mas bien predomina el amiguismo.|2018-01-12|Current Employee|Martínez|Desconocida|Empleado
Hay mucha gente que esta por estar, diría de cuidar un poco mas a la gente que da mucho por la empresa compensándolos con mejores beneficios.|4|Analista De Sistemas|Es una empresa en la que podes encontrar flexibilidad laboral y quizás llevar un buen estilo de vida. La estabilidad laboral también es muy destacarle.|La contra es que no paga los mejores sueldos del mercado, inclusive no se si los mas bajos. No se valora mucho a las personas que se destacan por desempeño, sino que mas bien predomina el amiguismo.|2018-02-01|Current Employee|Buenos Aires|Desconocida|Empleado
Excelente para darte chapa, hacer la plata que se pueda y emigrar.|3|Desarrollador PHP|El lugar y el proyecto son tranquilos. La gente por lo general muy buena onda. La empresa paga en fecha, no suele haber problemas con eso. Obra social mejor que el promedio.|Poca motivación a la hora de trabajar. Te tiran un proyecto y fijate como puedas... El sistema de capacitación online es un desastre. Por lo visto el sistema de aumentos salariales no tiene en cuenta la inflación, por eso hay alta rotación de gente.|2017-03-20|Current Employee|Buenos Aires|Desconocida|Empleado
Bien pero puede ser mucho mejor|4|Empleado anónimo|Todas las Prestaciones que tiene y sus beneficios económicos, las vacaciones que ofrece las cuales son bastantes y fáciles de pedir, y la gente|No hay mucho campo para crecer, los jefes no están bien preparados y no hay mucha capacitación, la comida es horrible y cara y existe corrupción en el otorgamiento de licencias para vender adentro en un local|2017-08-19|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Un lugar que es muy comodo para trabajar.|3|Administrador De Servidores Windows|Buenos grupos de trabajo, pago de sueldo siempre sobre el día pactado y mucho espacio verde donde también se puede trabajar. Mucho espacio para estacionar. En general muy satisfactorio.|Es una empresa con mucha burocracia para trabajar y llega un punto que es frustrante. Molesta un poco escuchar que otra empresas tiene fiesta de fin de año o mínimo una caja de navidad, no esperes ese tipo de detalles en IBM.|2018-01-27|Current Employee|Buenos Aires|Desconocida|Empleado
Gran lugar para crecer|5|Coordinador de Operaciones Comerciales|Constante innovacion, el ambiente labora es un reto constante (trabajas con los mejores de la industria) valor agregado en CV. Posibilidades de carrera infinitas ( te puedes mover entre lines de servicio, paises)|Le dan mas importancias a los resultados del trimestre que a la visión a largo plazo. Puedes tener muchos escenarios dependiendo del proyecto/cliente con el que te asignen a trabajar. - Parece mas una compañia brasileña que mexicana...|2019-01-16|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Empresa que ha mejorado bastante|4|Desarrollador ABAP SAP|Si te toca un buen proyecto, vas a estar muy bien. El remoto es prioridad (mas ahora), hay mucha flexibilidad y los sueldos han mejorado mucho (si estas fuera de convenio)_x000D_ Los bancos y prepagas que te ofrecen son excelente._x000D_ Otro punto a destacar, es la capacitacion|Si estas dentro del convenio, tu sueldo va a ser medio malo con ajustes bajos._x000D_ Hay beneficios que no tiene, que otras empresas si, con respecto al mobiliario en tu casa, descuentos, etc. Igual mejoraron en eso también|2021-06-28|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
Suma en tu CV, nada más.|2|Empleado anónimo|Flexibilidad en el horario laboral. Tenés home office, por lo general son más de 1, depende el sector. Obra social de primer nivel. Suma puntos en el CV.|Los objetivos empresariales nada claros, hablan al respecto de sentimiento de ser IBMistas y en la práctica nunca es promovido , las evaluaciones de los generes no son objetivas, de éstas mismas se desprenden los aumentos salariales, casi no existe el crecimiento laboral, compañerismo cero, salarios muy por debajo de la media.|2017-07-07|Current Employee|Martínez|Desconocida|Empleado
Positiva|3|Administrador De Almacenamiento|Homeworking No hay nada más que esto como beneficio, la empresa entrega un bono anual que tiene que ver con la evaluación de desempeño y los números de la empresa, el valor oscila aprox un 10% del sueldo bruto mensual lo cual es totalmente despreciable.|Sueldo Posibilidad de carrera Crecimiento Profesional No hay un plan de carrera definido para los empleados, te obligan a tener 40 hs de capacitación en cosas improductivas|2017-07-18|Current Employee|Buenos Aires|Desconocida|Empleado
Positiva|3|Administrador De Almacenamiento|Homeworking No hay nada más que esto como beneficio, la empresa entrega un bono anual que tiene que ver con la evaluación de desempeño y los números de la empresa, el valor oscila aprox un 10% del sueldo bruto mensual lo cual es totalmente despreciable.|Sueldo Posibilidad de carrera Crecimiento Profesional No hay un plan de carrera definido para los empleados, te obligan a tener 40 hs de capacitación en cosas improductivas|2017-07-18|Current Employee|Buenos Aires|Desconocida|Empleado
Buen ambiente laboral, mucha burocracia.|4|Ingeniero de nube|Ambiente saludable y equilibrado con baja presión y gran libertad para desarrollar el trabajo. Existe la oportunidad de trabajar con nuevas tecnologías y soluciones a gran escala, lo que permite realizar propuestas y soluciones innovadoras. La oficina está bien localizada.|Muchos puestos de dirección. incluyendo directores. Salarios por debajo del promedio del mercado. Falta una visión estratégica para la empresa a largo plazo. Algunos departamentos funcionan de manera solitaria y no se comunican bien. La estructura física no es la ideal.|2018-04-06|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Excelente empresa para empezar|4|Empleado anónimo|Es una empresa con multiples tipos de proyectos la cual te ayuda bastante para iniciar y proyectar tu carrera profesional. Se preocupan por apoyarte y ayudarte a adquirir mayor conocimiento pagábdote certificaciones, cursos, etc.|Los sueldos aún no se actualizan y estan un poco bajos para ser competitivos con otras empresas del ramo de IT. Para alguie recién egresado es muy buen sueldo para empezar, pero no es tan sencillo obtener aumentos a pesar de llevar un buen desarrollo profesional y laboral.|2019-06-26|Former Employee|Unknown|Desconocida|Exempleado
Es una buena empresa|4|Analista De Nomina|Flexibilidad, últimas tendencias, tecnología, buen clima, acceso a plataforma de capacitaciones, diversidad, equipos multidisciplinarios y multiculturales. Buen plan de prepaga.|Los salarios con el tiempo van quedando muy desactualizados vs la inflación y los nuevos ingresantes. _x000D_ Pocas posibilidades de rotación, al menos dentro de HR._x000D_ Cuando los equipos se reducen, en general no suelen ser reemplazados._x000D_ (recomiendo la experiencia de trabajar en IBM, pero hacer entre 1 y 3 años, no más).|2021-04-26|Former Employee, More Than 8 Years|Buenos Aires|8|Empleado
