,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
162,7158,38,0,Non-Travel,Human Resources,2,Bachelor,Human Resources,1,Female,4,2,Manufacturing Director,3,Divorced,4011,0,No,18,3,4,1,5,5,2,4,2,1,3,Indeed,33
1913,9732,37,0,Travel_Rarely,Sales,10,Master,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0,LinkedIn,29
1373,4039,56,0,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1,Adzuna,26
1420,5508,34,0,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,Female,4,1,Research Scientist,4,Single,3280,2,No,16,4,3,0,10,2,3,4,2,1,3,Company Website,24
180,9082,34,0,Travel_Rarely,Research & Development,6,Below college,Medical,3,Male,2,3,Sales Executive,4,Single,9619,1,No,16,3,4,0,9,3,3,9,8,4,7,Company Website,25
668,4597,43,0,Travel_Rarely,Sales,16,Bachelor,Marketing,4,Female,3,4,Manager,4,Married,16064,5,Yes,22,3,3,1,22,3,3,17,13,1,9,Seek,21
2918,5288,33,1,Non-Travel,Sales,2,Bachelor,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,8,No,15,3,4,0,13,2,2,11,7,1,7,Jora,20
2969,2025,41,0,Non-Travel,Research & Development,2,Master,Other,4,Male,3,5,Research Director,4,Divorced,19328,7,Yes,17,3,3,1,24,3,3,2,1,2,2,GlassDoor,17
693,8069,34,0,Travel_Rarely,Research & Development,2,Master,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,29
1082,2240,48,1,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,2,Male,1,1,Laboratory Technician,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3,Indeed,42
1559,3388,38,0,Travel_Rarely,Sales,9,Bachelor,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,0,No,19,3,4,1,3,3,3,2,2,1,2,Indeed,35
2229,1739,35,1,Travel_Rarely,Sales,1,Bachelor,Medical,3,Male,3,1,Research Scientist,1,Single,3162,0,No,17,3,4,0,6,2,2,5,2,3,4,Seek,29
501,2798,28,1,Travel_Rarely,Research & Development,21,Bachelor,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,23
2252,9793,45,0,Travel_Frequently,Research & Development,18,College,Medical,1,Male,3,2,Manufacturing Director,3,Single,4534,1,No,17,3,1,0,10,2,3,10,8,3,7,LinkedIn,35
2882,1162,46,0,Travel_Rarely,Sales,2,Bachelor,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,2,1,13,5,2,10,6,0,3,LinkedIn,33
3318,8134,24,1,Travel_Rarely,Research & Development,21,College,Technical Degree,4,Male,3,1,Sales Representative,1,Married,1790,1,No,19,3,1,1,1,3,2,1,0,1,0,GlassDoor,23
2387,9891,35,1,Travel_Rarely,Sales,18,Bachelor,Medical,3,Female,3,2,Sales Executive,1,Divorced,2121,1,Yes,13,3,2,0,1,3,4,1,0,0,0,Indeed,34
0,7854,41,1,Travel_Rarely,Sales,1,College,Life Sciences,2,Female,3,2,Sales Executive,4,Single,5993,8,Yes,11,3,1,0,8,0,1,6,4,0,5,Referral,33
573,4949,27,1,Travel_Rarely,Research & Development,9,Bachelor,Medical,4,Female,2,1,Laboratory Technician,4,Divorced,2532,6,No,14,3,2,1,9,3,2,6,5,1,2,GlassDoor,18
1394,1215,39,0,Travel_Frequently,Sales,20,Bachelor,Life Sciences,2,Male,3,1,Research Scientist,4,Single,2686,1,Yes,13,3,3,0,10,2,2,10,9,7,8,Recruit.net,29
505,1922,27,1,Non-Travel,Research & Development,3,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,26
3245,1720,24,1,Travel_Rarely,Research & Development,1,College,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,4617,1,No,12,3,2,0,4,2,2,4,3,1,2,LinkedIn,20
1567,7222,19,1,Travel_Rarely,Sales,22,Below college,Other,2,Female,2,1,Research Scientist,3,Divorced,2800,9,Yes,19,3,3,0,19,3,3,1,0,0,0,Company Website,0
3369,2440,34,0,Non-Travel,Research & Development,16,Master,Technical Degree,4,Female,2,4,Sales Executive,4,Married,12031,0,No,11,3,1,1,21,2,2,20,9,9,6,Company Website,13
153,7909,41,1,Non-Travel,Human Resources,4,Bachelor,Human Resources,1,Female,2,4,Manager,4,Married,15427,2,No,16,3,3,0,31,3,3,25,8,3,7,GlassDoor,10
2086,1611,31,1,Travel_Frequently,Research & Development,3,Master,Medical,3,Male,3,2,Research Scientist,4,Single,4541,1,No,25,3,2,0,20,3,3,20,11,13,17,LinkedIn,11
509,4232,41,0,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
2167,9951,45,0,Travel_Rarely,Sales,2,Bachelor,Marketing,1,Female,1,5,Manager,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11,GlassDoor,19
2063,1701,46,0,Travel_Rarely,Research & Development,1,Master,Medical,3,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0,Company Website,41
106,8111,49,0,Travel_Rarely,Research & Development,7,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2911,1,No,12,3,4,0,10,3,3,10,7,5,7,LinkedIn,39
1818,9703,41,1,Travel_Rarely,Sales,22,Bachelor,Other,4,Female,3,3,Manufacturing Director,1,Single,10880,1,No,11,3,4,1,31,3,3,31,6,14,7,Recruit.net,10
1138,7889,31,1,Travel_Frequently,Research & Development,1,Doctor,Life Sciences,2,Male,2,3,Manager,4,Divorced,11557,9,No,21,3,3,1,10,3,2,5,4,0,1,Indeed,21
358,7460,58,1,Travel_Rarely,Sales,10,Master,Medical,4,Male,3,4,Sales Executive,3,Single,13872,0,No,13,3,3,0,38,1,2,37,10,1,8,Adzuna,20
1491,4584,43,0,Travel_Rarely,Research & Development,14,College,Life Sciences,2,Male,3,4,Research Director,1,Married,17159,6,No,24,3,3,1,22,3,3,4,1,1,0,Indeed,21
193,1258,42,0,Travel_Rarely,Sales,8,Master,Marketing,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0,Seek,32
2763,7035,41,0,Travel_Rarely,Research & Development,12,Bachelor,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,1,Yes,20,4,1,0,8,2,3,8,7,7,5,Company Website,33
1729,3343,40,0,Travel_Rarely,Sales,10,Master,Marketing,3,Female,4,2,Healthcare Representative,2,Married,5488,1,Yes,13,3,1,1,6,2,3,6,5,1,2,Company Website,34
1827,6034,32,1,Non-Travel,Research & Development,29,Master,Medical,4,Female,3,1,Laboratory Technician,3,Single,4025,9,No,12,3,2,0,10,2,3,8,7,7,7,GlassDoor,22
2497,8915,29,1,Travel_Rarely,Sales,19,Bachelor,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,1,No,14,3,3,2,10,3,3,10,7,0,4,Company Website,19
1078,8397,38,0,Travel_Rarely,Sales,2,College,Life Sciences,2,Female,3,2,Manufacturing Director,4,Divorced,5070,5,No,13,3,3,3,20,2,3,5,0,0,4,GlassDoor,18
1096,7110,39,1,Travel_Rarely,Sales,21,Master,Life Sciences,2,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2,Recruit.net,35
3345,3269,50,0,Travel_Frequently,Sales,1,Master,Life Sciences,2,Male,3,2,Sales Executive,3,Divorced,6728,7,No,12,3,4,2,12,3,3,6,3,0,1,Adzuna,38
3008,9386,41,0,Travel_Rarely,Sales,4,Below college,Marketing,3,Female,3,3,Sales Executive,3,Divorced,10447,0,Yes,13,3,4,1,23,3,4,22,14,13,5,Adzuna,18
1181,3089,50,1,Travel_Frequently,Human Resources,3,Bachelor,Medical,1,Male,3,5,Manager,2,Married,18200,1,No,11,3,3,1,32,2,3,32,5,10,7,Company Website,18
1203,1050,20,1,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,2,Female,2,1,Research Scientist,2,Single,2836,1,No,13,3,4,0,16,6,3,11,8,3,9,Jora,4
1543,8786,25,1,Travel_Rarely,Sales,3,Below college,Other,3,Male,3,2,Sales Executive,1,Married,4194,1,Yes,18,3,4,0,5,3,3,5,3,0,3,LinkedIn,20
2899,6504,32,1,Travel_Rarely,Sales,1,Master,Medical,4,Female,1,3,Human Resources,3,Married,9756,4,No,21,3,3,2,9,2,4,5,0,0,3,Company Website,23
2613,9824,40,1,Non-Travel,Research & Development,8,Below college,Medical,4,Male,3,1,Research Scientist,4,Single,2972,1,No,13,3,3,0,1,4,1,1,0,0,0,Adzuna,39
3184,4293,24,1,Travel_Rarely,Sales,1,Below college,Technical Degree,4,Male,3,1,Research Scientist,4,Divorced,4771,2,No,19,3,4,2,10,0,4,5,2,0,3,Seek,14
1353,5841,38,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,0,No,17,3,1,0,4,3,3,3,2,1,2,Jora,34
3237,9921,59,1,Travel_Rarely,Sales,1,College,Life Sciences,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,3,3,0,2,3,0,0,0,0,Jora,59
2059,7807,38,1,Travel_Rarely,Research & Development,29,Below college,Medical,3,Male,1,1,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,Recruit.net,32
1453,9051,28,1,Travel_Frequently,Sales,1,College,Life Sciences,3,Male,3,3,Research Director,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7,Indeed,14
2999,8223,37,0,Travel_Rarely,Research & Development,10,Master,Medical,4,Male,3,1,Research Scientist,1,Married,2559,1,Yes,13,3,4,1,10,3,2,8,2,7,6,Adzuna,27
1496,6056,42,0,Travel_Rarely,Research & Development,18,Master,Life Sciences,3,Male,3,3,Manufacturing Director,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6,GlassDoor,25
96,5311,57,1,Travel_Rarely,Research & Development,1,College,Life Sciences,4,Female,2,2,Laboratory Technician,3,Single,4193,1,No,16,4,4,0,5,3,3,5,4,0,3,Jora,52
1246,4851,47,0,Travel_Rarely,Human Resources,26,Master,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5561,1,No,14,3,1,1,6,5,2,6,0,1,2,Recruit.net,41
2499,7663,30,1,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,2064,0,No,21,3,1,1,6,3,4,5,3,1,3,Indeed,24
1656,2920,57,0,Travel_Rarely,Sales,29,Bachelor,Marketing,3,Female,3,3,Research Director,1,Married,13582,1,No,13,3,2,1,15,3,3,15,12,5,11,Indeed,42
352,6500,54,0,Travel_Rarely,Research & Development,2,Master,Technical Degree,1,Female,3,3,Research Director,3,Married,13549,9,No,12,3,1,1,16,5,1,4,3,0,3,GlassDoor,38
13,9128,37,0,Travel_Rarely,Research & Development,2,College,Other,4,Female,2,2,Healthcare Representative,4,Married,4523,0,No,11,4,4,3,7,4,4,6,5,0,4,Company Website,30
353,4834,57,0,Travel_Rarely,Research & Development,24,College,Life Sciences,1,Female,3,3,Research Director,3,Married,13549,9,No,12,3,1,1,16,5,1,4,3,0,3,GlassDoor,41
919,3683,52,1,Travel_Rarely,Research & Development,7,Master,Life Sciences,2,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,2,1,4,2,4,2,2,2,2,Company Website,48
1833,8524,41,0,Travel_Rarely,Sales,6,Bachelor,Marketing,3,Male,3,3,Manager,4,Married,11904,3,Yes,14,3,3,1,14,1,1,6,4,0,4,Indeed,27
1519,4308,30,1,Travel_Frequently,Research & Development,5,Master,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,9,No,12,3,2,1,10,3,2,5,4,0,3,Company Website,20
1963,3419,34,0,Travel_Rarely,Research & Development,1,College,Medical,3,Male,3,2,Manufacturing Director,4,Single,7779,2,No,20,3,1,0,18,0,3,11,9,0,9,LinkedIn,16
157,4732,38,1,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,4,Male,3,1,Research Scientist,4,Single,3944,5,Yes,11,3,3,0,6,3,3,3,2,1,2,Company Website,32
3060,2431,31,1,Travel_Frequently,Sales,2,Master,Other,4,Male,3,1,Research Scientist,3,Married,2936,3,No,22,3,2,2,10,1,2,6,3,3,3,Indeed,21
1752,1852,54,0,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,3,Female,3,3,Manufacturing Director,3,Married,10739,8,No,11,3,3,1,22,2,3,10,7,0,8,Jora,32
512,5341,43,0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
37,7337,59,0,Travel_Rarely,Research & Development,3,Bachelor,Medical,3,Male,3,1,Research Scientist,2,Married,2703,0,No,23,3,4,1,6,3,3,5,4,0,4,Jora,53
1294,3864,32,1,Travel_Rarely,Sales,10,Bachelor,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,1,No,15,4,2,0,27,5,1,26,0,0,12,GlassDoor,5
1830,9316,34,0,Travel_Rarely,Sales,1,Master,Marketing,2,Male,4,2,Sales Executive,4,Divorced,9725,0,No,11,4,4,1,16,2,2,15,1,0,9,Company Website,18
1356,6561,46,1,Travel_Rarely,Sales,2,Bachelor,Life Sciences,2,Male,1,1,Laboratory Technician,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4,Recruit.net,37
2698,7801,45,0,Travel_Rarely,Research & Development,3,College,Life Sciences,4,Female,1,2,Manufacturing Director,1,Divorced,4877,3,No,13,3,2,1,15,5,3,14,10,4,10,Company Website,30
2948,4836,45,0,Travel_Rarely,Research & Development,8,Master,Other,4,Male,3,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,3,1,15,3,3,15,14,0,7,Company Website,30
12,9912,37,0,Travel_Rarely,Research & Development,2,College,Other,2,Male,3,3,Research Scientist,1,Divorced,9724,2,No,17,3,3,1,25,2,3,1,0,0,0,Company Website,12
688,2763,36,0,Non-Travel,Research & Development,8,Bachelor,Life Sciences,1,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,1,9,3,3,2,2,2,2,GlassDoor,27
541,3758,51,1,Travel_Rarely,Sales,14,College,Life Sciences,1,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,3,0,2,3,3,2,2,2,1,Seek,49
3168,7793,26,1,Travel_Frequently,Research & Development,3,Below college,Life Sciences,4,Male,3,2,Manufacturing Director,1,Married,3162,0,No,17,3,4,0,6,2,2,5,2,3,4,Seek,20
1147,4287,35,0,Travel_Rarely,Sales,1,Bachelor,Medical,1,Female,3,2,Sales Executive,3,Single,4859,1,No,16,4,4,0,5,3,3,5,4,0,3,Jora,30
2602,8476,55,0,Travel_Rarely,Research & Development,1,Master,Medical,4,Male,3,3,Sales Executive,2,Married,9250,3,No,12,3,2,1,9,3,3,4,2,1,3,GlassDoor,46
436,2276,50,0,Travel_Frequently,Sales,12,Bachelor,Marketing,3,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,4,0,16,3,3,2,2,2,1,Seek,34
1734,5668,45,0,Non-Travel,Research & Development,23,College,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,3633,1,Yes,15,3,3,1,9,2,3,9,8,0,8,LinkedIn,36
1023,1446,28,1,Travel_Rarely,Research & Development,17,College,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,4558,1,No,12,3,4,1,10,2,3,10,0,1,8,Indeed,18
69,1025,47,0,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1,Male,2,3,Manufacturing Director,3,Single,9526,1,Yes,11,3,3,3,20,3,3,20,8,3,8,Company Website,27
2525,1382,29,1,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Male,2,1,Research Scientist,1,Single,2362,6,No,13,3,3,0,11,2,1,9,7,0,7,Jora,18
3219,2713,58,0,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,4,Male,3,2,Sales Executive,4,Single,4105,1,No,14,3,1,0,7,5,3,7,7,0,7,Recruit.net,51
220,2910,53,1,Travel_Rarely,Sales,2,Master,Life Sciences,1,Female,2,1,Research Scientist,1,Married,3419,9,Yes,14,3,4,1,6,3,4,1,1,0,0,Company Website,47
1699,9483,52,0,Travel_Rarely,Sales,3,Master,Marketing,3,Male,3,1,Research Scientist,3,Single,2479,4,No,24,4,1,0,7,4,3,1,0,0,0,Recruit.net,45
1296,8758,36,0,Travel_Rarely,Research & Development,26,Master,Life Sciences,2,Male,3,2,Sales Executive,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3,Adzuna,18
89,3787,33,1,Travel_Rarely,Human Resources,3,College,Human Resources,1,Female,2,2,Laboratory Technician,3,Single,4193,0,Yes,12,3,4,0,10,3,3,9,5,0,8,Seek,23
618,3548,31,0,Travel_Rarely,Sales,2,Below college,Life Sciences,1,Male,2,3,Manufacturing Director,3,Single,8474,1,No,22,3,3,0,12,2,3,11,8,5,8,Company Website,19
3188,7578,19,1,Travel_Rarely,Human Resources,2,College,Technical Degree,4,Male,3,2,Sales Executive,4,Divorced,5087,3,Yes,12,3,3,2,14,4,3,0,0,0,0,LinkedIn,5
1087,3476,46,0,Travel_Rarely,Sales,10,Bachelor,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,4,3,1,15,3,3,3,2,1,2,Company Website,31
255,3001,35,1,Travel_Frequently,Sales,18,Doctor,Life Sciences,1,Male,2,3,Healthcare Representative,1,Married,9884,2,Yes,13,3,3,1,10,3,3,4,0,2,3,Seek,25
837,1610,39,0,Travel_Rarely,Research & Development,10,Below college,Medical,3,Male,3,4,Manager,1,Married,17068,1,Yes,14,3,4,0,21,3,3,21,9,11,10,Recruit.net,18
561,9010,40,0,Travel_Rarely,Research & Development,1,Below college,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,9547,1,No,14,3,4,2,26,4,2,25,9,14,13,Company Website,14
1969,9656,46,1,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,Company Website,41
2040,4467,51,0,Travel_Rarely,Research & Development,3,Bachelor,Medical,3,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Recruit.net,44
1186,6654,33,1,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,1,No,18,4,3,1,1,2,4,1,0,0,0,Company Website,32
3129,4100,56,1,Travel_Rarely,Research & Development,24,College,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2587,1,No,16,3,4,0,5,3,3,4,2,1,0,Seek,51
900,7475,23,1,Travel_Rarely,Research & Development,26,Below college,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,1,No,12,3,3,2,4,2,2,4,2,0,2,LinkedIn,19
3256,2483,46,0,Travel_Rarely,Research & Development,2,Master,Technical Degree,4,Male,3,1,Laboratory Technician,2,Married,3748,1,No,13,3,3,0,12,6,2,12,8,1,7,Recruit.net,34
574,9402,35,0,Travel_Rarely,Research & Development,23,College,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,3,Yes,13,3,1,0,8,1,3,1,0,0,1,Company Website,27
1255,1889,27,1,Travel_Rarely,Research & Development,3,Master,Medical,1,Male,2,1,Research Scientist,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1,Seek,22
267,3163,59,1,Travel_Rarely,Sales,25,Bachelor,Technical Degree,1,Female,3,1,Research Director,2,Single,19246,1,Yes,12,3,4,0,40,5,4,0,0,0,0,Seek,19
102,4657,18,1,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2911,1,No,13,3,3,0,0,2,3,0,0,0,0,Adzuna,18
3030,7849,35,0,Travel_Frequently,Research & Development,4,Master,Other,4,Female,3,2,Research Scientist,4,Married,6854,4,No,15,3,2,1,14,2,2,7,1,1,7,Recruit.net,21
2829,1731,26,1,Travel_Rarely,Sales,10,Bachelor,Medical,4,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,3,3,1,19,2,4,1,0,0,0,Company Website,7
1363,8877,42,0,Travel_Frequently,Research & Development,19,Bachelor,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,6,Yes,12,4,4,0,7,2,3,2,2,2,2,Indeed,35
801,6860,18,1,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0,Adzuna,18
1499,7278,34,0,Travel_Rarely,Human Resources,3,College,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
2405,7665,24,1,Travel_Rarely,Research & Development,17,Below college,Medical,3,Male,4,1,Laboratory Technician,3,Single,3500,0,No,14,3,1,0,7,2,1,6,5,1,3,Company Website,17
1360,1492,39,0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,5304,7,No,23,3,4,1,10,2,2,8,7,7,7,GlassDoor,29
1411,1567,45,0,Non-Travel,Sales,2,Master,Life Sciences,2,Male,2,3,Sales Executive,1,Single,7587,1,No,15,4,2,0,10,1,3,10,7,0,9,Company Website,35
1076,4178,60,1,Travel_Frequently,Sales,28,Bachelor,Marketing,3,Female,2,3,Sales Executive,1,Divorced,10266,4,No,19,3,4,0,0,0,3,0,0,0,0,Adzuna,60
377,2032,38,0,Travel_Rarely,Research & Development,9,College,Life Sciences,1,Female,2,5,Manager,4,Married,18844,9,No,21,3,4,1,30,3,3,3,2,2,2,Indeed,8
658,2545,35,1,Travel_Rarely,Research & Development,6,Master,Life Sciences,1,Female,2,1,Laboratory Technician,4,Single,3212,7,No,15,4,2,0,6,3,2,2,2,2,2,Recruit.net,29
1309,5524,32,0,Travel_Rarely,Research & Development,3,College,Life Sciences,3,Female,3,3,Research Director,4,Single,11159,3,No,17,4,4,2,6,3,3,3,2,0,2,GlassDoor,26
2755,1816,48,0,Travel_Frequently,Sales,7,College,Medical,4,Female,3,3,Healthcare Representative,1,Married,8008,4,No,12,3,3,2,9,6,3,3,2,0,2,LinkedIn,39
348,5361,46,0,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,2,3,Healthcare Representative,1,Married,10673,2,Yes,13,3,3,1,21,5,2,10,9,9,5,Seek,25
2118,3768,38,0,Travel_Rarely,Sales,7,College,Medical,3,Male,3,1,Research Scientist,1,Married,2235,1,Yes,14,4,4,2,9,3,2,9,7,6,8,Jora,29
1644,1540,34,1,Non-Travel,Sales,19,Bachelor,Marketing,3,Male,2,1,Sales Representative,3,Married,2329,3,No,15,3,2,0,13,2,4,7,7,5,2,GlassDoor,21
1788,8401,42,0,Travel_Rarely,Sales,5,College,Marketing,4,Male,3,5,Manager,3,Married,18303,6,No,13,3,2,0,21,3,4,1,0,0,0,LinkedIn,21
3225,2980,29,1,Travel_Frequently,Sales,20,Bachelor,Technical Degree,4,Male,3,3,Sales Executive,1,Single,10448,6,Yes,13,3,2,0,15,2,2,2,2,2,2,Company Website,14
2463,9395,33,1,Travel_Frequently,Sales,7,Bachelor,Medical,4,Male,3,2,Sales Executive,1,Married,4373,0,No,14,3,1,2,5,2,3,4,3,0,3,Company Website,28
1304,2735,32,0,Travel_Rarely,Research & Development,2,Master,Life Sciences,2,Female,3,3,Manufacturing Director,1,Married,7412,1,No,11,4,4,0,9,3,3,9,7,0,7,Company Website,23
227,4541,27,1,Travel_Rarely,Research & Development,2,Master,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,2341,1,No,13,3,4,1,1,6,3,1,0,0,0,GlassDoor,26
2295,6228,27,1,Travel_Rarely,Sales,11,Bachelor,Medical,3,Female,4,1,Sales Representative,4,Married,2534,8,No,14,4,2,1,5,4,3,1,0,0,0,LinkedIn,22
2831,2668,33,0,Travel_Rarely,Research & Development,21,Bachelor,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,1,No,18,3,4,3,14,6,3,14,11,2,13,Indeed,19
178,3128,34,1,Travel_Rarely,Research & Development,6,Below college,Medical,2,Male,3,1,Research Scientist,1,Single,2960,2,No,11,3,3,0,8,2,3,4,2,1,3,Company Website,26
2804,8990,46,0,Travel_Rarely,Research & Development,2,Master,Medical,4,Male,3,3,Sales Executive,3,Single,7082,3,Yes,16,3,4,0,21,2,3,2,0,0,2,GlassDoor,25
2339,6199,32,1,Travel_Rarely,Sales,2,Below college,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,1,3,4,3,2,3,2,1,2,Jora,28
540,4324,38,1,Travel_Rarely,Research & Development,9,College,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,3,0,2,3,3,2,2,2,1,Seek,36
1242,8105,49,1,Travel_Rarely,Research & Development,25,Master,Life Sciences,2,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,3,1,3,2,3,3,2,0,2,Company Website,46
661,6743,59,0,Travel_Rarely,Human Resources,6,College,Medical,2,Male,3,1,Human Resources,3,Married,2267,8,No,17,3,4,0,7,2,2,2,2,2,2,Jora,52
2880,3516,47,1,Non-Travel,Sales,2,Master,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,7,No,11,4,4,1,4,3,1,1,0,0,0,Jora,43
1038,3845,58,1,Travel_Rarely,Research & Development,23,Master,Life Sciences,2,Female,3,5,Manager,1,Married,19566,5,No,11,4,4,0,33,5,1,29,8,11,10,Indeed,25
2486,8838,34,1,Travel_Rarely,Sales,24,Master,Medical,1,Female,2,2,Sales Executive,2,Single,4599,0,Yes,23,4,3,0,16,2,4,15,9,10,10,Jora,18
2356,9286,37,1,Travel_Frequently,Sales,21,College,Medical,3,Male,2,1,Research Scientist,4,Single,3904,0,No,12,3,4,0,5,2,3,4,3,1,1,Seek,32
2920,8627,49,0,Travel_Rarely,Sales,11,Master,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,3,No,12,3,3,0,8,1,4,5,1,0,4,LinkedIn,41
3319,2529,36,0,Travel_Rarely,Sales,3,Bachelor,Medical,1,Female,2,3,Sales Executive,4,Married,7644,0,No,19,3,3,2,10,2,3,9,7,3,4,Company Website,26
210,9429,29,1,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Male,3,2,Sales Representative,4,Married,2086,3,No,14,3,3,1,19,6,4,1,0,0,0,Company Website,10
1135,2202,33,1,Travel_Rarely,Research & Development,1,Doctor,Medical,1,Female,4,4,Research Director,3,Divorced,16184,4,No,19,3,3,1,10,2,3,6,1,0,5,Company Website,23
